Rented Bike Count,Temperature,Humidity(%),Wind speed (m/s),Visibility (10m),Rainfall(mm),Snowfall (cm),Seasons
184,-1.8,41,2.1,2000,0,0,Winter
181,-2.1,49,1.7,2000,0,0,Winter
185,-1.7,51,1.7,2000,0,0,Winter
176,-1.3,53,1.7,2000,0,0,Winter
169,-1,55,1.9,2000,0,0,Winter
178,-1.4,58,1,1880,0,0,Winter
127,-1.5,62,1.3,2000,0,0,Winter
85,-2.1,69,1,1995,0,0,Winter
72,-2.6,70,1,1992,0,0,Winter
49,-2.6,72,1.4,1929,0,0,Winter
65,-2.9,77,0.8,1833,0,0,Winter
120,-2.8,73,0.7,1906,0,0,Winter
296,-2.9,73,1.9,1911,0,0,Winter
578,-2.7,68,2.2,1919,0,0,Winter
293,-2.8,52,2.9,1895,0,0,Winter
180,-2.2,36,4.1,1930,0,0,Winter
250,-2.1,28,4.9,1887,0,0,Winter
262,-1.3,23,4,2000,0,0,Winter
262,-2,15,4.7,1970,0,0,Winter
271,-1.6,20,4.3,2000,0,0,Winter
246,-1.9,17,5,2000,0,0,Winter
282,-1.9,17,3.3,2000,0,0,Winter
350,-3.6,20,3.7,2000,0,0,Winter
481,-4.7,23,3.4,2000,0,0,Winter
317,-5.4,27,3,2000,0,0,Winter
252,-6.1,32,4.7,2000,0,0,Winter
220,-6.6,39,3.2,2000,0,0,Winter
213,-7.2,38,3.1,2000,0,0,Winter
156,-7.5,37,3.1,2000,0,0,Winter
133,-7.9,37,2.2,2000,0,0,Winter
142,-8.2,39,1.8,2000,0,0,Winter
93,-8.6,37,1.5,2000,0,0,Winter
81,-9.1,37,1,2000,0,0,Winter
55,-9.1,33,2.3,2000,0,0,Winter
66,-9.4,36,1.9,2000,0,0,Winter
105,-9.8,37,1.7,2000,0,0,Winter
262,-10.1,38,2.3,2000,0,0,Winter
502,-10.2,35,1.8,2000,0,0,Winter
279,-9.8,33,2,1997,0,0,Winter
146,-8.5,29,2.4,1992,0,0,Winter
213,-6.8,28,2.1,1986,0,0,Winter
230,-5.5,21,2.1,1941,0,0,Winter
258,-4.7,18,3.7,2000,0,0,Winter
231,-4,18,2.4,2000,0,0,Winter
228,-3.1,16,2.2,2000,0,0,Winter
269,-3.2,23,2.7,2000,0,0,Winter
314,-4.2,26,2.2,2000,0,0,Winter
466,-5.2,32,2.2,2000,0,0,Winter
315,-5.5,31,2.1,2000,0,0,Winter
262,-5.9,34,0.9,2000,0,0,Winter
242,-6.4,34,1.2,2000,0,0,Winter
243,-6.4,36,1.3,2000,0,0,Winter
216,-6.3,39,0.9,2000,0,0,Winter
164,-6.5,41,1.7,2000,0,0,Winter
169,-6.6,39,1.4,2000,0,0,Winter
163,-6.6,34,1.8,2000,0,0,Winter
86,-6,32,2.5,2000,0,0,Winter
50,-5.8,32,1.6,2000,0,0,Winter
61,-5.7,28,1.2,2000,0,0,Winter
103,-5.5,24,0.5,2000,0,0,Winter
257,-5,31,0.5,2000,0,0,Winter
554,-4.7,30,0.6,2000,0,0,Winter
326,-4.3,38,0.7,1877,0,0,Winter
225,-3.4,33,1.3,1863,0,0,Winter
288,-2.1,34,1,1868,0,0,Winter
286,-0.8,38,1,1686,0,0,Winter
301,0.8,46,1.4,1598,0,0,Winter
311,0.8,55,1.8,1132,0,0,Winter
303,0.4,57,2.4,1179,0,0,Winter
390,0.3,57,2.3,1204,0,0,Winter
407,0.2,58,2,1159,0,0,Winter
552,-0.6,62,1.6,1129,0,0,Winter
402,-0.4,62,0.9,1103,0,0,Winter
319,-0.3,62,1.3,1040,0,0,Winter
332,-0.2,62,0.6,986,0,0,Winter
285,0,63,1.3,968,0,0,Winter
260,0.1,63,1.1,1003,0,0,Winter
233,0.2,63,0.7,925,0,0,Winter
269,0.3,63,0.7,760,0,0,Winter
210,0.5,63,1,691,0,0,Winter
135,0.6,64,0.4,731,0,0,Winter
85,0.6,65,0.4,712,0,0,Winter
67,0.7,66,0.7,687,0,0,Winter
128,0.8,68,0.6,673,0,0,Winter
289,0.9,67,0.6,658,0,0,Winter
636,1,68,0.6,624,0,0,Winter
353,1.2,67,0.2,591,0,0,Winter
252,1.9,65,0.3,562,0,0,Winter
317,3.1,62,1.1,517,0,0,Winter
363,4.3,62,1.6,472,0,0,Winter
370,5.2,58,2.5,435,0,0,Winter
419,5.7,54,3.5,418,0,0,Winter
426,5.7,53,2.7,408,0,0,Winter
504,5.4,56,2.2,396,0,0,Winter
534,4.5,59,1.6,384,0,0,Winter
574,3.6,62,1.4,389,0,0,Winter
395,2.7,68,1.2,348,0,0,Winter
292,1.7,73,0.5,332,0,0,Winter
282,1,77,1.5,297,0,0,Winter
294,0.8,77,1.4,293,0,0,Winter
236,0.3,80,0.8,264,0,0,Winter
240,-0.4,83,1.2,247,0,0,Winter
234,-0.5,83,0.7,244,0,0,Winter
192,-0.9,84,0.6,230,0,0,Winter
127,-1.1,83,0.8,237,0,0,Winter
86,-1.1,83,0.7,242,0,0,Winter
52,-1.2,81,0.8,258,0,0,Winter
62,-1.1,81,1,253,0,0,Winter
88,-0.7,79,0.7,259,0,0,Winter
162,-0.4,78,0.5,249,0,0,Winter
224,0.2,76,1.3,249,0,0,Winter
208,0.8,73,0.5,248,0,0,Winter
237,2,69,1,257,0,0,Winter
274,3.2,64,0.8,258,0,0,Winter
333,4,62,1,256,0,0,Winter
356,4.3,60,1.2,272,0,0,Winter
337,4.3,61,0.7,274,0,0,Winter
345,4.1,63,0.7,263,0,0,Winter
183,3.8,64,0.9,250,0,0,Winter
45,3,84,1.7,137,0.3,0,Winter
40,2.3,89,0.6,96,0,0,Winter
66,1.9,90,0.9,88,0,0,Winter
64,1.8,92,1.1,109,0.2,0,Winter
30,1.8,92,1.2,94,0,0,Winter
42,1.4,92,1.9,73,0,0,Winter
43,0.9,95,1.8,63,0.2,0.2,Winter
43,0.5,95,2.1,79,0,0.6,Winter
65,0.4,95,1.7,110,0,1.2,Winter
65,0.3,91,2,172,1,1.2,Winter
32,-0.2,87,3.5,246,0,1.2,Winter
22,-0.8,85,2.8,329,0,1.2,Winter
25,-1.3,84,2.4,425,0,1.2,Winter
39,-1.8,86,1.7,367,0,1.2,Winter
84,-2.1,86,1.4,354,0,1.2,Winter
103,-1.9,82,1.6,410,0,1.2,Winter
110,-0.5,73,1.7,609,0,1.1,Winter
142,0.8,62,2.8,801,0,1.1,Winter
209,1.4,47,4.5,1388,0,1,Winter
267,2.5,36,3.7,1578,0,0.7,Winter
262,3,28,3.8,1956,0,0,Winter
300,3.1,25,3.9,2000,0,0,Winter
272,2.7,26,2.7,2000,0,0,Winter
240,1.7,30,2.9,2000,0,0,Winter
215,0.7,31,2.3,2000,0,0,Winter
163,0,31,2.2,2000,0,0,Winter
161,-1,32,0.9,2000,0,0,Winter
179,-1.6,35,1,2000,0,0,Winter
155,-2.1,36,1.7,2000,0,0,Winter
227,-2.6,40,0.6,2000,0,0,Winter
206,-3.2,40,0.5,1358,0,0,Winter
230,-3.3,41,0.7,2000,0,0,Winter
178,-3.7,42,0.9,2000,0,0,Winter
119,-4,44,1,2000,0,0,Winter
62,-4.2,53,1.1,1994,0,0,Winter
61,-4.4,54,0.8,1786,0,0,Winter
65,-4.5,51,1.1,2000,0,0,Winter
81,-4.7,56,1.1,2000,0,0,Winter
89,-5,55,1,2000,0,0,Winter
121,-4.3,39,0.7,1973,0,0,Winter
139,-1.6,32,0.8,1766,0,0,Winter
169,0.1,27,2.2,1874,0,0,Winter
225,1.5,20,2.8,1992,0,0,Winter
248,2.4,22,2.3,1921,0,0,Winter
298,3.7,24,2.1,1906,0,0,Winter
344,3,27,2.9,1715,0,0,Winter
310,3,28,2.5,1864,0,0,Winter
271,1.8,33,3.3,1913,0,0,Winter
218,0.8,34,1.9,1887,0,0,Winter
125,-0.1,39,1.3,1911,0,0,Winter
206,-0.3,40,1.2,1936,0,0,Winter
203,-0.9,44,1.2,1871,0,0,Winter
168,-1.3,48,0.8,1927,0,0,Winter
154,-1.6,51,0.7,1882,0,0,Winter
148,-1.8,54,1.1,1772,0,0,Winter
108,-2.1,56,0.8,1732,0,0,Winter
69,-2.3,62,0.9,1560,0,0,Winter
41,-2.5,62,0.4,1626,0,0,Winter
31,-2.7,67,0.5,1302,0,0,Winter
58,-3.1,67,0.6,1384,0,0,Winter
139,-3.2,67,0.4,1409,0,0,Winter
344,-3.2,69,0.5,1249,0,0,Winter
655,-3.4,71,0.8,1179,0,0,Winter
315,-3.1,66,0.2,1168,0,0,Winter
208,-1.4,50,1.9,1355,0,0,Winter
269,-0.4,40,2.3,1633,0,0,Winter
293,0.9,29,1.9,1761,0,0,Winter
273,1.5,23,3.6,1970,0,0,Winter
302,1.7,20,4.4,1995,0,0,Winter
295,1.5,22,3,1998,0,0,Winter
320,1.3,23,2.9,2000,0,0,Winter
373,0.3,27,2.6,2000,0,0,Winter
675,-0.8,24,2.3,2000,0,0,Winter
403,-1.3,28,2.4,2000,0,0,Winter
364,-1.9,26,2.2,2000,0,0,Winter
304,-2.6,28,2,2000,0,0,Winter
273,-3.4,33,2.4,2000,0,0,Winter
186,-3.8,35,2.3,2000,0,0,Winter
160,-4.3,38,1.4,2000,0,0,Winter
130,-5,42,1.2,1993,0,0,Winter
110,-5.5,43,2,2000,0,0,Winter
67,-6.1,45,1.3,1999,0,0,Winter
43,-6.1,45,2.3,2000,0,0,Winter
67,-6.4,47,2.4,1981,0,0,Winter
137,-6.7,48,2.4,1991,0,0,Winter
308,-6.9,48,2.4,1974,0,0,Winter
670,-7,49,1.5,1971,0,0,Winter
342,-6.8,44,1.7,1858,0,0,Winter
213,-5.6,38,2.9,1752,0,0,Winter
267,-4.5,36,3.2,1736,0,0,Winter
297,-3.4,32,3.1,1706,0,0,Winter
279,-2.2,31,2.3,1910,0,0,Winter
270,-1.5,30,2.8,1903,0,0,Winter
286,-1.1,29,2.8,1976,0,0,Winter
299,-0.4,30,2,2000,0,0,Winter
382,-1.9,35,1.8,2000,0,0,Winter
637,-3.1,39,2.1,2000,0,0,Winter
431,-3.7,41,2,2000,0,0,Winter
294,-3.9,44,2.5,2000,0,0,Winter
335,-4.3,47,2.8,1997,0,0,Winter
291,-5.2,53,1.3,1969,0,0,Winter
197,-5.9,54,0.8,1968,0,0,Winter
159,-6.3,54,1.4,1990,0,0,Winter
150,-6.9,56,2.3,1994,0,0,Winter
123,-7.3,57,2,1978,0,0,Winter
57,-7.4,54,1.7,1968,0,0,Winter
38,-7.5,55,1.3,1984,0,0,Winter
66,-7.6,49,1.3,2000,0,0,Winter
120,-7.6,47,2.3,2000,0,0,Winter
302,-8.1,51,0.5,1987,0,0,Winter
646,-8.6,55,0.6,1984,0,0,Winter
340,-7.9,48,1.2,1926,0,0,Winter
197,-6.4,43,1,1872,0,0,Winter
264,-4.4,40,0.8,1671,0,0,Winter
290,-2.9,33,0.9,1813,0,0,Winter
284,-2,32,1,1864,0,0,Winter
262,-0.8,32,1.4,1846,0,0,Winter
281,-1.2,31,0.8,1732,0,0,Winter
309,-1.4,34,1.8,1719,0,0,Winter
397,-2.1,37,1.4,1591,0,0,Winter
603,-2.6,38,1.4,1604,0,0,Winter
417,-2.7,39,1.4,1616,0,0,Winter
311,-2.8,39,1.7,1702,0,0,Winter
310,-3.1,41,2,1742,0,0,Winter
306,-3.6,46,1.3,1689,0,0,Winter
221,-4,48,1.5,1536,0,0,Winter
202,-4.7,52,1.8,1611,0,0,Winter
170,-5.1,51,1.5,1550,0,0,Winter
118,-5.3,52,1.6,1481,0,0,Winter
67,-5.5,56,1.1,1453,0,0,Winter
47,-5.1,55,1.7,1266,0,0,Winter
75,-5.1,55,1.5,1452,0,0,Winter
123,-5.1,54,1.3,1346,0,0,Winter
327,-5.3,53,1.1,1300,0,0,Winter
665,-5.3,51,1,1319,0,0,Winter
354,-4.7,49,1.2,1550,0,0,Winter
232,-3.3,50,1.3,1407,0,0,Winter
308,-0.7,45,1.5,1429,0,0,Winter
362,-0.3,45,2.2,1066,0,0,Winter
312,0.9,43,2,1112,0,0,Winter
343,1.4,41,2,1003,0,0,Winter
333,1.5,34,2.8,1776,0,0,Winter
329,1,34,2.9,2000,0,0,Winter
446,-0.6,45,3.3,1827,0,0,Winter
635,-1.8,44,2.2,1709,0,0,Winter
443,-2.5,49,0.6,1436,0,0,Winter
322,-3.4,51,1.1,1391,0,0,Winter
284,-3.5,53,0.9,1353,0,0,Winter
281,-3.8,53,1.3,1300,0,0,Winter
189,-3.6,50,1.9,1284,0,0,Winter
184,-4.3,52,1.6,1247,0,0,Winter
222,-4.8,54,1.2,1219,0,0,Winter
176,-5.5,56,1.4,1285,0,0,Winter
103,-5.6,56,1,1367,0,0,Winter
61,-5.9,61,1.1,1260,0,0,Winter
48,-6.1,64,1,1231,0,0,Winter
69,-6.5,67,0.7,1175,0,0,Winter
105,-6.6,65,1,1320,0,0,Winter
186,-6.5,62,1.1,1503,0,0,Winter
221,-5.8,49,1.4,1728,0,0,Winter
204,-3.5,39,2,1946,0,0,Winter
245,-1.6,35,2.1,1812,0,0,Winter
283,0,35,2.3,1672,0,0,Winter
356,0.9,28,2.4,1895,0,0,Winter
370,1.8,29,2,1693,0,0,Winter
373,2.3,27,2.2,1877,0,0,Winter
352,2.7,27,2.2,1811,0,0,Winter
354,1.1,31,1.7,1989,0,0,Winter
271,-0.6,37,1.6,1797,0,0,Winter
207,-1.2,37,1.2,1663,0,0,Winter
189,-2.1,41,1.1,1578,0,0,Winter
214,-2.5,47,0.8,1495,0,0,Winter
218,-2.6,47,1.6,1492,0,0,Winter
169,-3.2,50,0.8,1429,0,0,Winter
192,-3.8,48,0.7,1574,0,0,Winter
162,-3.9,51,0.2,1535,0,0,Winter
128,-4.4,53,0.3,1594,0,0,Winter
102,-4.8,56,0.6,1505,0,0,Winter
62,-5.1,60,0.7,1377,0,0,Winter
40,-5.6,58,0.7,1350,0,0,Winter
38,-5.5,52,0.7,1503,0,0,Winter
60,-5.6,58,0.9,1368,0,0,Winter
122,-5.3,53,1.1,1411,0,0,Winter
143,-3.8,49,1.6,1371,0,0,Winter
179,-1.8,40,1.8,1555,0,0,Winter
214,0.5,35,1.4,1558,0,0,Winter
278,1.1,34,0.9,1455,0,0,Winter
265,1.4,34,0.8,1394,0,0,Winter
331,1.9,32,0.7,1368,0,0,Winter
368,2.7,31,0.9,1603,0,0,Winter
333,2.6,32,1,1381,0,0,Winter
349,2.3,33,0.2,1515,0,0,Winter
270,1.8,34,1.2,1518,0,0,Winter
246,1.6,35,1,1419,0,0,Winter
233,1.3,38,0.4,1386,0,0,Winter
236,1.2,39,0.6,1378,0,0,Winter
214,1.1,40,0.5,1305,0,0,Winter
149,1.1,39,0.6,1422,0,0,Winter
149,0.9,42,1.1,1271,0,0,Winter
109,0.9,42,0.2,1333,0,0,Winter
77,0.8,42,0.5,1275,0,0,Winter
53,0.9,43,0.4,1261,0,0,Winter
46,1,43,0.8,1253,0,0,Winter
67,0.8,42,1,1394,0,0,Winter
159,0.8,45,0.7,1268,0,0,Winter
374,0.7,44,0.8,1357,0,0,Winter
701,0.7,45,0.7,1339,0,0,Winter
387,0.8,47,0.9,1070,0,0,Winter
253,1.3,43,0.8,971,0,0,Winter
278,1.7,37,0.6,1062,0,0,Winter
356,2.7,33,2.7,1281,0,0,Winter
303,3,32,1.6,1518,0,0,Winter
349,3.4,31,1.4,1267,0,0,Winter
318,3.9,33,1.8,1293,0,0,Winter
353,3.5,36,1.7,1702,0,0,Winter
385,2.7,50,2.8,1957,0,0,Winter
316,1.5,70,2.5,638,0,0,Winter
127,0.9,88,1.6,290,0,0.5,Winter
144,1,89,1.9,407,0,1,Winter
146,0.7,77,6.7,692,0.9,1,Winter
149,0.1,68,4.6,740,0,1,Winter
112,-0.6,62,4.2,936,0,1,Winter
100,-1.2,67,4.6,983,0,1,Winter
107,-1.9,69,5,791,0,1,Winter
75,-2.9,66,3.3,1515,0,1,Winter
52,-3.4,67,3.2,1420,0,0.9,Winter
38,-4.3,59,4.4,1451,0,0.9,Winter
52,-5.1,48,3.2,1821,0,0.9,Winter
126,-5.6,52,3.7,1785,0,0.9,Winter
245,-5.9,57,3.1,1686,0,0.8,Winter
554,-6,64,3.2,1384,0,0.7,Winter
320,-6,61,2.5,1547,0,0.6,Winter
190,-4.8,57,3,1559,0,0.5,Winter
247,-3.9,51,4.5,1746,0,0.5,Winter
262,-2.7,45,2.4,1707,0,0.4,Winter
265,-2.6,45,4,1663,0,0.3,Winter
265,-1.8,45,3.7,1922,0,0.2,Winter
257,-2.4,51,4.6,1458,0,0,Winter
262,-2.4,56,3.3,1541,0,0,Winter
332,-2.9,66,3.6,743,0,0,Winter
558,-3.8,58,1.7,1996,0,0,Winter
364,-4.5,57,0.6,2000,0,0,Winter
302,-4.9,59,0.6,1992,0,0,Winter
281,-4.8,59,0.9,2000,0,0,Winter
166,-4.2,67,1.6,503,0,0,Winter
80,-4.9,80,0.7,690,0,0.2,Winter
61,-5.2,82,0.8,152,0.5,0.5,Winter
78,-5.6,75,1.7,1982,0,0.8,Winter
63,-5.7,72,1.2,1925,0,0.8,Winter
40,-6.1,70,1.1,2000,0.3,0.8,Winter
31,-6.6,72,2.2,2000,0,0.8,Winter
39,-7.3,75,1.6,2000,0,0.8,Winter
84,-7.7,74,1.1,2000,0,0.8,Winter
158,-8,70,1.8,2000,0,0.7,Winter
387,-7.9,67,2.6,1896,0,0.7,Winter
225,-7.7,62,3.6,1637,0,0.7,Winter
150,-6.9,53,3.2,1576,0,0.6,Winter
168,-6.4,49,4.5,1759,0,0.5,Winter
217,-5.6,44,4.5,1830,0,0.5,Winter
207,-5.1,43,4.7,1901,0,0.4,Winter
177,-5.3,37,5.3,2000,0,0.3,Winter
193,-5.3,33,4.8,2000,0,0.3,Winter
196,-5.4,30,3.9,2000,0,0.2,Winter
266,-6.5,34,4,2000,0,0,Winter
437,-7.8,32,4.5,2000,0,0,Winter
259,-8.5,35,2.9,2000,0,0,Winter
207,-8.9,41,2.3,2000,0,0,Winter
214,-9.4,47,2,2000,0,0,Winter
165,-9.7,51,2.8,2000,0,0,Winter
139,-10.2,53,3.3,1997,0,0,Winter
98,-10.3,54,2.4,1988,0,0,Winter
100,-10.6,55,2.9,1987,0,0,Winter
89,-10.9,57,2.7,1900,0,0,Winter
38,-11.2,59,2.9,1872,0,0,Winter
33,-11.5,57,2.3,1899,0,0,Winter
42,-11.9,61,1.8,1759,0,0,Winter
82,-12,61,2.3,1709,0,0,Winter
203,-12.3,59,2.3,1738,0,0,Winter
443,-12.6,61,1.6,1610,0,0,Winter
227,-12,53,2.6,1781,0,0,Winter
152,-11.1,46,3.7,1638,0,0,Winter
146,-10.2,41,3.5,1629,0,0,Winter
187,-8.6,40,2.6,1700,0,0,Winter
178,-8.6,41,3.4,1593,0,0,Winter
187,-7.4,38,3.3,1718,0,0,Winter
181,-8.3,42,3.8,1745,0,0,Winter
179,-8.2,39,2.8,1807,0,0,Winter
219,-9.3,43,2.8,1900,0,0,Winter
352,-10.4,43,2.3,1985,0,0,Winter
251,-10.9,44,3,2000,0,0,Winter
177,-11.6,49,1.8,1953,0,0,Winter
162,-12.4,51,2.2,1992,0,0,Winter
172,-12.9,52,2.8,2000,0,0,Winter
119,-13.2,51,1.5,1972,0,0,Winter
105,-13.6,49,1.6,2000,0,0,Winter
99,-13.7,47,3,2000,0,0,Winter
83,-13.8,43,2.6,2000,0,0,Winter
42,-14.1,45,1.8,2000,0,0,Winter
30,-14.3,45,2,2000,0,0,Winter
35,-14.6,45,1.1,2000,0,0,Winter
92,-14.9,45,2.3,2000,0,0,Winter
189,-15.1,45,0.9,2000,0,0,Winter
419,-15.1,44,1.2,2000,0,0,Winter
196,-14.9,40,1.2,1999,0,0,Winter
119,-13,37,2.2,1960,0,0,Winter
140,-11.2,31,2.4,1944,0,0,Winter
178,-9.6,27,2,1945,0,0,Winter
177,-8.2,29,2,1920,0,0,Winter
173,-7.2,28,2.3,1990,0,0,Winter
177,-6.5,26,2.4,1987,0,0,Winter
196,-5.8,21,1.1,2000,0,0,Winter
259,-6.5,22,1.5,2000,0,0,Winter
405,-7.5,28,2,2000,0,0,Winter
273,-8.2,32,1.1,2000,0,0,Winter
210,-7.9,31,1.4,2000,0,0,Winter
184,-7.4,33,1.4,2000,0,0,Winter
186,-6.9,39,1.6,2000,0,0,Winter
144,-6.7,36,1.3,1821,0,0,Winter
152,-6.6,39,1.6,1930,0,0,Winter
168,-6.5,45,0.5,1964,0,0,Winter
145,-6.4,40,0.9,2000,0,0,Winter
77,-6.5,42,0.7,1996,0,0,Winter
47,-6.4,46,0.8,1993,0,0,Winter
40,-6.3,51,0.8,2000,0,0,Winter
42,-6.4,59,0.6,887,0,0,Winter
43,-6.5,68,0.6,571,0,0,Winter
67,-6.5,72,0.8,670,0,0.2,Winter
102,-6.3,76,0.6,330,0.2,0.4,Winter
106,-5.5,72,0.7,1354,0,0.6,Winter
133,-4.8,70,1,1244,0,0.6,Winter
174,-3.7,66,1.1,1140,0.2,0.4,Winter
212,-2.5,62,1.4,1087,0,0,Winter
215,-1.8,62,0.7,936,0,0,Winter
251,-1.5,62,0.9,957,0,0,Winter
249,-1.2,63,0.9,876,0,0,Winter
277,-1.4,68,1,761,0,0,Winter
223,-2.6,73,1,684,0,0,Winter
167,-3.3,76,0.8,633,0,0,Winter
158,-3.9,78,1.1,596,0,0,Winter
156,-4.1,79,0.7,522,0,0,Winter
168,-4.3,81,0.4,435,0,0,Winter
131,-4.4,81,0.7,420,0,0,Winter
149,-4.4,81,0.7,414,0,0,Winter
150,-3.7,79,0.9,438,0,0,Winter
111,-3.5,78,1,444,0,0,Winter
79,-3.6,78,1.6,471,0,0,Winter
48,-4,79,1.2,453,0,0,Winter
29,-4.2,79,1.2,442,0,0,Winter
49,-4.3,79,1.1,433,0,0,Winter
59,-4.4,80,1.4,411,0,0,Winter
81,-3.8,79,0.8,412,0,0,Winter
118,-3.4,77,1.6,432,0,0,Winter
134,-2.1,72,1.7,489,0,0,Winter
174,-0.5,64,0.7,537,0,0,Winter
226,1.2,58,0.8,550,0,0,Winter
272,3,52,1.4,568,0,0,Winter
304,3.7,53,0.6,592,0,0,Winter
353,4.6,50,0.9,824,0,0,Winter
366,5.3,49,1.8,982,0,0,Winter
302,4.5,51,1.1,1244,0,0,Winter
250,4.1,53,1.3,1132,0,0,Winter
208,3.9,54,1.1,1102,0,0,Winter
210,3.5,55,1,1100,0,0,Winter
213,3.1,58,0.4,936,0,0,Winter
196,2.8,60,0.6,829,0,0,Winter
144,2.7,60,0.6,794,0,0,Winter
171,3,60,0.5,842,0,0,Winter
122,3,62,0.9,835,0,0,Winter
74,3.6,65,0.9,959,0,0,Winter
58,4.4,70,1.7,928,0,0,Winter
38,4.9,73,1.8,881,0,0,Winter
55,5,76,1.9,808,0,0,Winter
82,4.9,83,3,582,0,0,Winter
209,4.4,87,1,357,0,0,Winter
444,4.1,85,1.1,470,0,0,Winter
303,3.9,86,1.7,399,0.2,0,Winter
212,4.2,82,2.2,560,0,0,Winter
254,4.7,75,2.3,533,0,0,Winter
311,6.2,64,1.9,549,0,0,Winter
309,6.1,61,2.3,534,0,0,Winter
306,7.1,52,2.1,646,0,0,Winter
349,7.4,38,1.7,817,0,0,Winter
365,7.5,37,0.9,813,0,0,Winter
455,6.5,40,0.8,804,0,0,Winter
555,5.2,44,1.3,647,0,0,Winter
444,4.4,53,1.2,538,0,0,Winter
321,3.7,58,1.3,474,0,0,Winter
334,3.4,59,0.8,471,0,0,Winter
333,3,61,1.6,460,0,0,Winter
230,2.4,63,0.6,443,0,0,Winter
212,1.8,67,1.2,387,0,0,Winter
207,1.2,64,0.7,455,0,0,Winter
141,0.5,72,0.7,385,0,0,Winter
81,0.3,70,0.6,438,0,0,Winter
51,0.8,65,0.7,502,0,0,Winter
58,1.1,64,0.5,505,0,0,Winter
140,1.2,69,0.6,436,0,0,Winter
318,1.1,69,0.6,418,0,0,Winter
650,1.2,68,0.6,411,0,0,Winter
376,1.9,65,0.8,402,0,0,Winter
221,2.7,60,0.5,392,0,0,Winter
256,3.9,57,0.8,363,0,0,Winter
276,5.2,52,1.2,349,0,0,Winter
296,5.8,47,0.8,382,0,0,Winter
276,6.5,43,0.8,468,0,0,Winter
250,6.3,40,0.3,498,0,0,Winter
277,5.8,50,0.9,547,0,0,Winter
381,5.2,58,0.8,462,0,0,Winter
592,4.9,59,1.4,427,0,0,Winter
409,4.6,57,1,432,0,0,Winter
332,4.5,58,0.8,383,0,0,Winter
342,4.3,56,0.7,434,0,0,Winter
321,4,57,0.3,430,0,0,Winter
242,3.9,60,0.9,379,0,0,Winter
204,3.5,62,0.4,382,0,0,Winter
183,3.3,64,0.4,339,0,0,Winter
140,3.1,65,0.8,310,0,0,Winter
75,3,67,0.8,297,0,0,Winter
55,3,68,0.5,322,0,0,Winter
72,2.9,66,0.8,325,0,0,Winter
115,2.7,71,1.1,270,0,0,Winter
272,2.5,71,0.9,289,0,0,Winter
537,2.6,70,0.6,296,0,0,Winter
337,3,66,0.7,306,0,0,Winter
212,4.3,58,0.5,401,0,0,Winter
270,6,51,1,436,0,0,Winter
310,8.1,51,1.4,367,0,0,Winter
273,8,54,1.8,435,0,0,Winter
258,7.7,54,2.6,313,0,0,Winter
278,8.5,49,1.3,400,0,0,Winter
314,8.3,54,1.2,330,0,0,Winter
380,7.2,57,3.3,342,0,0,Winter
501,5.2,62,2.9,503,0,0,Winter
360,4.2,68,2.4,446,0,0,Winter
286,3.5,72,1.7,361,0,0,Winter
320,3.1,74,1.1,333,0,0,Winter
313,2.8,74,0.5,309,0,0,Winter
227,2.7,74,0.8,291,0,0,Winter
215,2.7,73,1,290,0,0,Winter
190,3.2,72,1.9,306,0,0,Winter
137,3.3,73,1.2,288,0,0,Winter
95,3.6,74,1.7,273,0,0,Winter
50,3.3,80,2.1,232,0,0,Winter
68,2.6,82,2,229,0,0,Winter
107,2.2,82,2,211,0,0,Winter
279,1.5,86,1.1,189,0,0,Winter
537,1.1,86,1.2,197,0,0,Winter
305,1.2,84,2.1,210,0,0,Winter
188,1.4,81,2.1,255,0,0,Winter
261,1.8,75,1.8,301,0,0,Winter
267,2.5,72,2.4,256,0,0,Winter
307,3.5,54,3.2,463,0,0,Winter
301,4.4,42,2.3,719,0,0,Winter
269,4.2,36,2.3,957,0,0,Winter
328,3.6,42,2.4,883,0,0,Winter
416,2.8,46,2.1,858,0,0,Winter
506,2,39,2.1,1259,0,0,Winter
365,1.5,41,1,1210,0,0,Winter
303,1.1,44,1.2,1171,0,0,Winter
339,0.8,45,1.5,1184,0,0,Winter
318,0.7,45,2,1084,0,0,Winter
232,0.6,47,2.3,1046,0,0,Winter
211,0.3,45,1.8,1154,0,0,Winter
207,0,43,1.7,1250,0,0,Winter
140,-0.3,44,1.7,1295,0,0,Winter
93,-0.6,43,1.7,1316,0,0,Winter
58,-0.7,45,1.4,1241,0,0,Winter
61,-1.4,47,1.4,1301,0,0,Winter
151,-1.8,49,1.4,1359,0,0,Winter
334,-2,49,1.9,1281,0,0,Winter
648,-2.5,50,1,1281,0,0,Winter
387,-2.1,42,1.3,1519,0,0,Winter
255,0,29,1.3,1592,0,0,Winter
283,2.2,20,0.6,1794,0,0,Winter
341,4.3,28,1.5,1858,0,0,Winter
341,4.7,26,2.6,1370,0,0,Winter
349,4.7,24,3.6,1552,0,0,Winter
381,5.4,25,2.4,1686,0,0,Winter
390,4.9,27,2.8,1648,0,0,Winter
468,4.1,34,3.1,1810,0,0,Winter
702,2.9,45,1.6,1629,0,0,Winter
471,2,48,1.8,1519,0,0,Winter
342,1.2,51,0.6,1544,0,0,Winter
331,0.5,52,0.8,1595,0,0,Winter
